Year Added,Family,Genus,Species,Code,Data?,Tundra,Boreal,Temperate Forest,Prairie,Meadow,Grassland,Shrubland,Desert,Coastal,Montane,Floodplain,Wetland,Multiple,Specialized,Anthropogenic
2015,Andrenidae,Andrena,banksi,anbanksi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,barbara,anbarbara,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,barberi,anbarberi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,barbilabris,anbarbilabris,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,beameri,anbeameri,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bellidoides,anbellidoides,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bendensis,anbendensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,berberidis,anberberidis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,berkeleyi,anberkeleyi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bernardina,anbernardina,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,biareola,anbiareola,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bicolor,anbicolor,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,Andrenidae,Andrena,bimaculata,anbimaculata,Y,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,birtwelli,anbirtwelli,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bisalicis,anbisalicis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,biscutellata,anbiscutellata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bisulcata,anbisulcata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,blaisdelli,anblaisdelli,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,blanda,anblanda,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,blennospermatis,anblennospermatis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bocensis,anbocensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,boronensis,anboronensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,braccata,anbraccata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bradleyi,anbradleyi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,brevicornis,anbreivcornis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,brevipalpis,anbrevipalpis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,brooksi,anbrooksi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bruneri,anbruneri,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,buccata,anbuccata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bucculenta,anbucculenta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,buckelli,anbuckelli,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,bullata,anbullata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,caerulea,ancaerulea,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,caeruleonitens,ancaeruleonitens,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,californiensis,ancaliforniensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,caliginosa,ancaliginosa,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,callopyrrha,ancallopyrrha,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,calvata,ancalvata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,camissoniae,ancamissoniae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,canadensis,ancanadensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,candida,ancandida,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,candidiformis,ancandidiformis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,capricornis,ancapricornis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,carantonica,ancarantonica,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,carlini,ancarlini,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,caroli,cancaroli,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,carolina,ancarolina,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,carolinensis,ancarolinensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,casadae,ancasadae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,ceanothi,anceanothi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,ceanothifloris,anceanothifloris,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cerasifolii,ancerasifolii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cercocarpi,ancercocarpi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cerebrata,ancerebrata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chalybaea,anchalybaea,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chalybioides,anchalybioides,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chaparralensis,anchaparralensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chapmanae,anchapmanae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cheyennorum,ancheyennorum,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chippewaensis,anchippewaensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chlorogaster,anchlorogaster,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chlorosoma,anchlorosoma,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chlorura,anchlorura,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chromotricha,anchromotricha,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chrysosceles,anchrysosceles,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,chylismiae,anchylismiae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,cinerea,ancinerea,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2015,Andrenidae,Andrena,citrinihirta,ancitrinihirta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,clarkella,anclarkella,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cleodora,ancleodora,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,coactipostica,ancoactipostica,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,coconina,ancoconina,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,colletiformis,ancolletiformis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,colletina,ancolletina,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,columbiana,ancolumbiana,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,commoda,ancommoda,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,compositarum,ancompositarum,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,compta,ancompta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,concinnula,anconcinnula,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,confederata,anconfederata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,congrua,ancongrua,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,coracina,ancoracina,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cornelli,ancornelli,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Andrenidae,Andrena,coruscata,ancoruscata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,costillensis,ancostillensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cragini,ancragini,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,crataegi,ancrataegi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,crawfordi,ancrawfordi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cressonii,ancressonii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,crinita,ancrinita,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cristata,ancristata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,critica,ancritica,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cruciferarum,ancruciferarum,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,crudeni,ancrudeni,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cryptanthae,ancryptanthae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cuneilabris,ancuneilabris,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cupreotincta,ancupreotincta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,curvungula,ancurvungula,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cyanophila,ancyanophila,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cyanosoma,ancyanosoma,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,cymatilis,ancymatilis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,daeckei,andaeckei,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,dallasiana,andallasiana,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,dapsilis,andapsilis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,davisi,andavisi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,declinis,andeclinis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,decolorata,andecolorata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,deserticola,andeserticola,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,dimorpha,andimorpha,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,dissimulans,andissimulans,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,dissona,andissona,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,distans,andistans,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,dolomellea,andolomellea,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,duboisi,anduboisi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,dunningi,andunningi,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,duplicata,anduplicata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,durangoensis,andurangoensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,edwardsi,anedwardsi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,ellisiae,anellisiae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,elongatula,anelongatula,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,emeiensis,anemeiensis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,enocki,anenocki,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,eothina,aneothina,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,erberi,anerberi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,eremnophila,aneremnophila,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,erigeniae,anerigeniae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,erythrogaster,anerythrogaster,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,erythronii,anerythronii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,escondida,anescondida,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,evoluta,anevoluta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,faceta,anfaceta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,fennigeri,anfennigeri,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,ferrugineipes,anferrugineipes,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,flaminea,anflaminea,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,flandersi,anflandersi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,flavipes,anflavipes,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,Andrenidae,Andrena,flexa,anflexa,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,flocculosa,anflocculosa,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,forbesii,anforbesii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,foxii,anfoxii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,fracta,anfracta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,fragilis,anfragilis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,frigida,anfrigida,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,fulgida,anfulgida,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,fulvida,anfulvida,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,fulvipennis,anfulvipennis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,fulvitarsis,anfulvitarsis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,furva,anfurva,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,fuscicauda,anfuscicauda,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,gardineri,angardineri,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,geranii,angeranii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,gibberis,angibberis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,gnaphalii,angnaphalii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,gordoni,angordoni,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,grindeliae,angrindeliae,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,haemorrhoa,anhaemorrhoa,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hallii,anhallii,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hamulata,anhamulata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hastulata,anhastulata,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hattorfiana,anhattorfiana,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,Andrenidae,Andrena,haynesi,anhaynesi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,helianthi,anhelianthi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,helianthiformis,anhelianthiformis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hemileuca,anhemileuca,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,heraclei,anheraclei,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hermosa,anhermosa,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,heteropoda,anheteropoda,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hibernica,anhibernica,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hicksi,anhicksi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hilaris,anhilaris,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hippotes,anhippotes,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hirticincta,anhirticincta,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,humabilis,anhumabilis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,hurdi,anhurdi,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,hypoleuca,anhypoleuca,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Andrenidae,Andrena,ignota,anignota,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,ilicis,anilicis,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrenidae,Andrena,illini,anillini,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
